timestamp,source,dataset_id,error_category,error_message,retries_attempted
2026-07-08T13:59:54.920552+00:00,full_scan,TSXu/UniCalli_dataset,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57da-1370cb5b7a51070f76d2513a;1b447f6b-09b9-4cf9-a1d0-a45549b8628f)

Cannot access gated repo for url https://huggingface.co/api/datasets/TSXu/UniCalli_dataset/refs.
Access to dataset TSXu/UniCalli_dataset is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/TSXu/UniCalli_dataset to ask for access.",0
2026-07-08T13:59:55.193926+00:00,full_scan,ropedia-ai/xperience-10m,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57db-1f4c39751ebb5e7a3a023749;47bd5d30-ec92-449e-8f00-bdcd85935c2a)

Cannot access gated repo for url https://huggingface.co/api/datasets/ropedia-ai/xperience-10m/refs.
Access to dataset ropedia-ai/xperience-10m is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/ropedia-ai/xperience-10m to ask for access.",0
2026-07-08T13:59:56.051371+00:00,full_scan,CognoSpeak/PROCESS-2,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57db-5c0ca5df781753db73a95ee9;41890b15-1f4c-4fe3-8582-67568e9566dc)

Cannot access gated repo for url https://huggingface.co/api/datasets/CognoSpeak/PROCESS-2/refs.
Access to dataset CognoSpeak/PROCESS-2 is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/CognoSpeak/PROCESS-2 to ask for access.",0
2026-07-08T13:59:56.170771+00:00,full_scan,stanford-vision-lab/gpic,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57dc-5aaa7fe2194ba62f24dc7a2a;29f04d5e-b4c7-41aa-a786-88e3757292ab)

Cannot access gated repo for url https://huggingface.co/api/datasets/stanford-vision-lab/gpic/refs.
Access to dataset stanford-vision-lab/gpic is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/stanford-vision-lab/gpic to ask for access.",0
2026-07-08T13:59:56.813754+00:00,full_scan,facebook/wearable-ai,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57dc-3bee9ca2022406db5622f169;05b9466a-d930-421c-9066-bfff65f632a0)

Cannot access gated repo for url https://huggingface.co/api/datasets/facebook/wearable-ai/refs.
Access to dataset facebook/wearable-ai is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/facebook/wearable-ai to ask for access.",0
2026-07-08T13:59:57.262270+00:00,full_scan,WhitzardAgent/CyberSecurity-100B,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57dd-67403352505fde6a20cd440c;52abd3f3-bcec-4ae8-b0c4-0f8802bf7063)

Cannot access gated repo for url https://huggingface.co/api/datasets/WhitzardAgent/CyberSecurity-100B/refs.
Access to dataset WhitzardAgent/CyberSecurity-100B is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/WhitzardAgent/CyberSecurity-100B to ask for access.",0
2026-07-08T13:59:57.882312+00:00,full_scan,himanshu17HF/ArvixImport-Filtered-Final,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57dd-799683dd13cd8ffb1f9e46fc;5b9aa62b-4492-46a3-b9b2-cb1cad7af110)

Cannot access gated repo for url https://huggingface.co/api/datasets/himanshu17HF/ArvixImport-Filtered-Final/refs.
Access to dataset himanshu17HF/ArvixImport-Filtered-Final is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/himanshu17HF/ArvixImport-Filtered-Final to ask for access.",0
2026-07-08T13:59:57.892478+00:00,full_scan,ratschlab/TCGA_virtual_spatial_transcriptomics_atlas,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57dd-26385bfc79062e571ac66ea2;c773d4de-fe2b-4af9-80ed-755225ed6a91)

Cannot access gated repo for url https://huggingface.co/api/datasets/ratschlab/TCGA_virtual_spatial_transcriptomics_atlas/refs.
Access to dataset ratschlab/TCGA_virtual_spatial_transcriptomics_atlas is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/ratschlab/TCGA_virtual_spatial_transcriptomics_atlas to ask for access.",0
2026-07-08T13:59:58.596687+00:00,full_scan,lightcone02/OmniContact-Dataset,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57de-5c17a8e20142fa5a2d104438;19c9edbe-2498-4d64-934c-b2663bac20bd)

Cannot access gated repo for url https://huggingface.co/api/datasets/lightcone02/OmniContact-Dataset/refs.
Access to dataset lightcone02/OmniContact-Dataset is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/lightcone02/OmniContact-Dataset to ask for access.",0
2026-07-08T13:59:58.942005+00:00,full_scan,stefpapad/VERITE,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57de-08d72a531610c69b6e866829;df7b5b2c-1274-4cfe-9424-7b91bd9f33c2)

Cannot access gated repo for url https://huggingface.co/api/datasets/stefpapad/VERITE/refs.
Access to dataset stefpapad/VERITE is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/stefpapad/VERITE to ask for access.",0
2026-07-08T13:59:59.414842+00:00,full_scan,j1anglin/TriDF,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57df-2f34183b32d8df610aadc3b3;e81a293a-4522-4c98-8ff1-fd84831f728e)

Cannot access gated repo for url https://huggingface.co/api/datasets/j1anglin/TriDF/refs.
Access to dataset j1anglin/TriDF is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/j1anglin/TriDF to ask for access.",0
2026-07-08T13:59:59.579238+00:00,full_scan,gevaertlab/conflux-chest-ct,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57df-4739db7114138af37840c838;32d3ff71-be6e-4420-9930-99ab96c6e084)

Cannot access gated repo for url https://huggingface.co/api/datasets/gevaertlab/conflux-chest-ct/refs.
Access to dataset gevaertlab/conflux-chest-ct is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/gevaertlab/conflux-chest-ct to ask for access.",0
2026-07-08T14:00:00.221743+00:00,full_scan,StockAlloy/filedfact-100k,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57e0-78427b625d41aab955f8c8ad;b5060288-f603-40fd-9066-472c0efe4a50)

Cannot access gated repo for url https://huggingface.co/api/datasets/StockAlloy/filedfact-100k/refs.
Access to dataset StockAlloy/filedfact-100k is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/StockAlloy/filedfact-100k to ask for access.",0
2026-07-08T14:00:03.649217+00:00,full_scan,oscar-corpus/oscar,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57e3-218ddfba3ce9045769950de9;2b7261c2-774d-4213-a0d9-334fed5618e7)

Cannot access gated repo for url https://huggingface.co/api/datasets/oscar-corpus/oscar/refs.
Access to dataset oscar-corpus/oscar is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/oscar-corpus/oscar to ask for access.",0
2026-07-08T15:57:40.137591+00:00,sampling,changelinglab/vaani-hi-geo,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e7374-5f4902c63eb6dd9570afef9f;6b62110c-5e7c-4432-9475-6e9a1d3cae0a)

Cannot access gated repo for url https://huggingface.co/api/datasets/changelinglab/vaani-hi-geo/refs.
Access to dataset changelinglab/vaani-hi-geo is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/changelinglab/vaani-hi-geo to ask for access.",0
2026-07-08T15:57:40.238472+00:00,sampling,luminary-shift/SHIFT-Crash,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e7374-67c2ffb546305da32a6e391e;afe8838b-4f03-4dec-b9ab-8692cfd18b6b)

Cannot access gated repo for url https://huggingface.co/api/datasets/luminary-shift/SHIFT-Crash/refs.
Access to dataset luminary-shift/SHIFT-Crash is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/luminary-shift/SHIFT-Crash to ask for access.",0
2026-07-08T15:57:40.439398+00:00,sampling,HenryYHW/ADAS-TO,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e7375-30705a2d3dd04e8347425bb9;022b05bd-1b70-4fbf-a862-c7c3199d7b85)

Cannot access gated repo for url https://huggingface.co/api/datasets/HenryYHW/ADAS-TO/refs.
Access to dataset HenryYHW/ADAS-TO is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/HenryYHW/ADAS-TO to ask for access.",0
2026-07-08T16:38:53.447514+00:00,sampling,tejeshbhalladhanyog/sa-finance-reasoning-mix,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e7d1d-309ada7b728f2e745ae73fda;001bcdd2-91ed-4f3c-8df1-9ef6639d0c88)

Cannot access gated repo for url https://huggingface.co/api/datasets/tejeshbhalladhanyog/sa-finance-reasoning-mix/refs.
Access to dataset tejeshbhalladhanyog/sa-finance-reasoning-mix is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/tejeshbhalladhanyog/sa-finance-reasoning-mix to ask for access.",0
2026-07-08T16:38:53.686554+00:00,sampling,facebook/multiloko,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e7d1d-780f810749b80410491d7341;49b5e170-6697-4541-b665-ccdaed325d46)

Cannot access gated repo for url https://huggingface.co/api/datasets/facebook/multiloko/refs.
Access to dataset facebook/multiloko is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/facebook/multiloko to ask for access.",0
2026-07-08T16:38:53.722819+00:00,sampling,nvidia/PhysicalAI-Autonomous-Vehicles-NuRec,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e7d1d-27e41e877b0df8836c60c843;22f49acc-550f-4947-a05f-262c452dc00b)

Cannot access gated repo for url https://huggingface.co/api/datasets/nvidia/PhysicalAI-Autonomous-Vehicles-NuRec/refs.
Access to dataset nvidia/PhysicalAI-Autonomous-Vehicles-NuRec is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/nvidia/PhysicalAI-Autonomous-Vehicles-NuRec to ask for access.",0
2026-07-08T16:38:54.149307+00:00,sampling,bones-studio/seed,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e7d1e-70d412e11655a0120f9911b0;ca52c27e-69a8-4670-8518-99704a46f1c5)

Cannot access gated repo for url https://huggingface.co/api/datasets/bones-studio/seed/refs.
Access to dataset bones-studio/seed is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/bones-studio/seed to ask for access.",0
2026-07-08T16:38:54.296486+00:00,sampling,amphion/SolidStateBusComp,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e7d1e-2d85573f7b476e7a5299e1b4;52266365-8adb-478d-afe1-fa91ca275ed8)

Cannot access gated repo for url https://huggingface.co/api/datasets/amphion/SolidStateBusComp/refs.
Access to dataset amphion/SolidStateBusComp is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/amphion/SolidStateBusComp to ask for access.",0
