timestamp,source,dataset_id,error_category,error_message,retries_attempted
2026-07-08T13:59:51.225641+00:00,full_scan,histai/HISTAI-breast,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57d7-77c448461e904c3359907c82;b46a1b45-1b76-40ed-8302-baf2941d5539)

Cannot access gated repo for url https://huggingface.co/api/datasets/histai/HISTAI-breast/refs.
Access to dataset histai/HISTAI-breast is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/histai/HISTAI-breast to ask for access.",0
2026-07-08T13:59:51.643284+00:00,full_scan,histai/HISTAI-mixed,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57d7-46b699c95ad38d8d630a2cfb;66117e77-537e-442f-acad-cd6d40238c4d)

Cannot access gated repo for url https://huggingface.co/api/datasets/histai/HISTAI-mixed/refs.
Access to dataset histai/HISTAI-mixed is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/histai/HISTAI-mixed to ask for access.",0
2026-07-08T13:59:51.800344+00:00,full_scan,hunglc007/ThyroidXL,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57d7-707f4eb6440a661b31904c1a;4dc675cf-a76f-4d3e-af22-43be39b0d0d1)

Cannot access gated repo for url https://huggingface.co/api/datasets/hunglc007/ThyroidXL/refs.
Access to dataset hunglc007/ThyroidXL is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/hunglc007/ThyroidXL to ask for access.",0
2026-07-08T13:59:52.259215+00:00,full_scan,nvidia/Nemotron-CC-Math-v1,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57d8-2dd4f3754f3b7ef71dbda8dd;658c5c60-0f2e-4ff1-93b1-57c79e6bde1d)

Cannot access gated repo for url https://huggingface.co/api/datasets/nvidia/Nemotron-CC-Math-v1/refs.
Access to dataset nvidia/Nemotron-CC-Math-v1 is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/nvidia/Nemotron-CC-Math-v1 to ask for access.",0
2026-07-08T13:59:52.261501+00:00,full_scan,nvidia/Nemotron-Pretraining-Code-v1,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57d8-2c0d14196eeb077b6f50dd65;6b2eaa78-2d5b-4832-9098-adcc50173f8c)

Cannot access gated repo for url https://huggingface.co/api/datasets/nvidia/Nemotron-Pretraining-Code-v1/refs.
Access to dataset nvidia/Nemotron-Pretraining-Code-v1 is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/nvidia/Nemotron-Pretraining-Code-v1 to ask for access.",0
2026-07-08T13:59:53.273089+00:00,full_scan,facebook/sam-3d-body-dataset,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57d9-4163ac297297d150314e0e33;b29fb9d8-4a72-4ffa-9042-e9f5e52cc599)

Cannot access gated repo for url https://huggingface.co/api/datasets/facebook/sam-3d-body-dataset/refs.
Access to dataset facebook/sam-3d-body-dataset is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/facebook/sam-3d-body-dataset to ask for access.",0
2026-07-08T13:59:53.681095+00:00,full_scan,raidium/RadImageNet-VQA,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57d9-1027c5494869448c6fae2e7c;e8f454c7-8352-4133-b6ba-137688aa3ed7)

Cannot access gated repo for url https://huggingface.co/api/datasets/raidium/RadImageNet-VQA/refs.
Access to dataset raidium/RadImageNet-VQA is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/raidium/RadImageNet-VQA to ask for access.",0
2026-07-08T13:59:53.817718+00:00,full_scan,databricks/officeqa,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57d9-1b92706d52a5104b0e35627b;4eb6c679-6199-45ee-9b93-6cac40d66ecd)

Cannot access gated repo for url https://huggingface.co/api/datasets/databricks/officeqa/refs.
Access to dataset databricks/officeqa is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/databricks/officeqa to ask for access.",0
2026-07-08T13:59:54.080202+00:00,full_scan,FOMO-MRI/FOMO300K,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57da-584494c674e8063254ac3202;6df12db8-7cba-4ee5-a80c-3bc389ad82f8)

Cannot access gated repo for url https://huggingface.co/api/datasets/FOMO-MRI/FOMO300K/refs.
Access to dataset FOMO-MRI/FOMO300K is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/FOMO-MRI/FOMO300K to ask for access.",0
2026-07-08T13:59:54.345614+00:00,full_scan,mercor/apex-agents,access_restricted,"403 Client Error. (Request ID: Root=1-6a4e57da-12697ec47fc7636d147e51c9;c5381db9-acab-4867-b86e-0740daf101be)

Cannot access gated repo for url https://huggingface.co/api/datasets/mercor/apex-agents/refs.
Access to dataset mercor/apex-agents is restricted and you are not in the authorized list. Visit https://huggingface.co/datasets/mercor/apex-agents to ask for access.",0
